FechaISO,Valor
2022-09-01,100.00
2022-11-01,108.37
2023-01-01,115.00
2023-03-01,125.99
2023-05-01,130.00
2023-07-01,134.61
2023-09-01,129.00
2023-11-01,127.74
2024-01-01,130.50
2024-03-01,135.00
2024-05-01,138.50
2024-07-01,135.60
2024-09-01,140.00
2024-11-01,145.00
2025-01-01,155.33
2025-03-01,160.00
2025-05-01,165.00
2025-06-01,157.34
